* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025020206   1013.2   1015.8     14.5     None     13.5       94     15.5      7.5     40.0      7.8     40.0     12.6     40.0     -9.8      0.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     16.5     None      0.0
467050 2025020207   1013.8   1016.4     14.6     None     13.2       91     15.2      7.3     40.0      8.3     40.0     13.8     40.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.01        3     16.6     None      0.0
467050 2025020208   1014.1   1016.7     14.6     None     13.0       90     15.0      8.3     40.0      8.4     40.0     13.5     20.0      0.0      0.0      0.0     12.0     None     None      0.6     None     None       10        /        /        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     None     None     0.07        3     16.6     None     0.11
467050 2025020209   1014.3   1016.9     14.8     None     13.0       89     15.0      7.5     50.0      8.3     40.0     13.5     50.0      0.0      0.0      0.0     16.0     None      2.1      0.6     None        2        8        /        2        4      0.6     10.0     15.0     15.0     15.5     15.8     16.9     16.8     18.0     20.2     21.7     22.9     None        1     None     None     None     None     None     None     None     None     None     None     0.17        3     16.8     None     0.38
467050 2025020210   1014.5   1017.1     15.0     None     12.9       87     14.9      7.3     40.0      8.0     40.0     13.8     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.28        3     17.1     None     0.81
467050 2025020211   1013.7   1016.3     15.1     None     13.1       88     15.1      7.1     40.0      7.5     40.0     12.2     30.0      0.0      0.0      0.0     20.0     None      2.1      0.6     None        3        7        /        2        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.35        8     17.2     None     1.18
467050 2025020212   1012.7   1015.3     15.5     None     13.4       87     15.4      6.6     50.0      7.4     50.0     11.6     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.42        8     17.6     None     1.55
467050 2025020213   1011.8   1014.4     15.4     None     13.4       88     15.4      6.6     40.0      7.1     40.0     12.4     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.39        8     17.5     None     1.43
467050 2025020214   1011.3   1013.9     15.5     None     13.5       88     15.5      5.9     40.0      7.5     40.0     11.7     50.0      0.0      0.0      0.0     20.0     None      2.1      0.6     None        3        7        /        2        5      0.6     10.0     15.3     15.3     15.5     15.7     16.8     16.8     18.0     20.2     21.7     22.9     None        0     None     None     None     None     None     None     None     None     None     None      0.4        8     17.6     None      1.4
467050 2025020215   1011.1   1013.7     15.0     None     13.5       91     15.5      6.8     40.0      7.3     40.0     13.2     40.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.3        8     17.1     None     0.92
467050 2025020216   1011.7   1014.3     14.7     None     13.3       91     15.3      7.3     40.0      8.1     40.0     14.4     40.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.19        5     16.7     None     0.47
467050 2025020217   1012.7   1015.3     14.8     None     13.3       91     15.3      6.7     30.0      7.9     40.0     12.5     40.0      0.0      0.0      0.0     12.0     None      2.1      0.6     None        3        7        /        2        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.07        3     16.8     None     0.12
467050 2025020218   1012.9   1015.5     14.5     None     13.4       93     15.4      7.1     40.0      8.0     30.0     12.9     20.0     -9.8      0.8      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.01        3     16.5     None     0.01
467050 2025020219   1013.5   1016.1     14.5     None     13.2       92     15.2      6.4     40.0      8.6     40.0     14.1     40.0     -9.8      0.1      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     16.5     None      0.0
467050 2025020220   1014.1   1016.7     14.9     None     13.3       90     15.3      8.5     40.0      8.5     40.0     13.1     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     16.9     None      0.0
467050 2025020221   1014.2   1016.8     14.9     None     13.8       93     15.8      8.6     40.0      8.6     40.0     13.6     40.0     -9.8      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     15.0     15.0     15.4     15.6     16.8     16.7     18.1     20.2     21.6     22.9     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     16.9     None      0.0
467050 2025020222   1014.3   1016.9     14.9     None     13.8       93     15.8      7.7     40.0      8.6     40.0     13.9     40.0      0.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     16.9     None      0.0
467050 2025020223   1014.5   1017.1     15.0     None     14.0       94     16.0      7.1     40.0      7.8     40.0     13.1     40.0     -9.8      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.1     None      0.0
467050 2025020224   1014.5   1017.1     14.5     None     13.7       95     15.7      7.6     40.0      8.4     40.0     13.6     40.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.5     None      0.0
467050 2025020301   1014.5   1017.1     14.2     None     13.4       95     15.4      8.5     40.0      9.0     40.0     14.8     30.0     -9.8      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.2     None      0.0
467050 2025020302   1014.6   1017.2     13.9     None     13.1       95     15.1      7.8     40.0      9.1     40.0     15.5     40.0     -9.8      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.9     None      0.0
467050 2025020303   1014.4   1017.0     13.9     None     13.1       95     15.1      7.9     40.0      8.6     40.0     14.9     20.0      0.5      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.9     None      0.0
467050 2025020304   1014.5   1017.1     13.7     None     12.9       95     14.9      8.0     40.0      8.9     40.0     13.9     30.0     -9.8      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     15.7     None      0.0
467050 2025020305   1015.1   1017.7     13.7     None     12.9       95     14.9      7.4     40.0      9.1     40.0     13.9     50.0      0.5      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     14.5     14.5     15.1     15.5     16.6     16.7     18.1     20.2     21.6     22.9     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.7     None      0.0
467050 2025020306   1016.1   1018.7     13.4     None     12.8       96     14.8      7.1     40.0      8.8     40.0     14.3     50.0      0.5      0.9      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.4     None      0.0
467050 2025020307   1016.9   1019.5     12.7     None     11.9       95     13.9      8.0     40.0      9.3     30.0     14.3     20.0      0.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        1     14.7     None      0.0
467050 2025020308   1018.0   1020.6     11.9     None     11.1       95     13.2      8.9     40.0      9.7     40.0     16.0     50.0      1.0      1.0      0.0      6.0     None      1.5     0.45     None        2        8        /        2        7     0.45     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        1     None     None     None     None     None     None     None     None     0.02        2     13.9     None     0.03
467050 2025020309   1019.1   1021.7     12.0     None     10.9       93     13.0      8.4     40.0      9.7     40.0     15.4     50.0      0.5      1.0      0.0      8.0     None      1.5     0.45     None        2        8        /        2        7     0.45     10.0     13.7     13.7     14.8     15.3     16.5     16.7     18.1     20.2     21.6     22.9     None        2     None        1     None     None     None     None     None     None     None     None     0.08        2     14.0     None     0.19
467050 2025020310   1019.1   1021.7     11.7     None     10.3       91     12.5      9.1     40.0      9.1     40.0     15.0     30.0      0.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.11        0     13.7     None     0.35
467050 2025020311   1018.8   1021.4     12.0     None     10.4       90     12.6      8.4     40.0      9.5     40.0     15.1     40.0      0.5      1.0      0.0      8.0     None      1.5     0.45     None        3        7        /        2        7     0.45     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        1     None     None     None     None     None     None     None     None     0.16        0     14.0     None     0.62
467050 2025020312   1018.2   1020.8     11.9     None     10.5       91     12.7      7.7     40.0      9.2     40.0     15.9     50.0      0.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.2        8     13.9     None     0.79
467050 2025020313   1017.4   1020.0     11.6     None     10.2       91     12.4      8.4     40.0      9.1     40.0     14.9     40.0      0.5      0.7      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.19        8     13.7     None     0.76
467050 2025020314   1017.8   1020.4     11.5     None      9.6       88     12.0      9.7     30.0     10.1     30.0     17.0     10.0     -9.8      0.6      0.0     12.0     None      1.5     0.45     None        2        8        /        2        5     0.45     10.0     13.0     13.0     14.4     14.9     16.3     16.6     18.1     20.2     21.6     22.9     None        1     None        1     None     None     None     None     None     None     None     None     0.13        5     13.6     None     0.46
467050 2025020315   1018.5   1021.1     10.6     None      9.0       90     11.5      9.8     30.0     10.3     30.0     18.5     10.0      0.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.08        3     12.8     None     0.27
467050 2025020316   1019.1   1021.7     10.8     None      8.6       86     11.2      9.4     30.0     10.1     30.0     16.5     50.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.09        3     13.0     None     0.23
467050 2025020317   1019.9   1022.5     11.0     None      8.2       83     10.9      9.7     30.0      9.9     30.0     17.4     20.0      0.0      0.0      0.0     12.0     None      1.5     0.45     None        2        8        /        2        7     0.45     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     None     None     0.05        2     13.1     None     0.09
467050 2025020318   1020.1   1022.7     10.8     None      7.5       80     10.4      8.9     40.0     10.3     30.0     16.2     30.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        1     13.0     None     0.01
467050 2025020319   1020.6   1023.2     11.4     None      8.1       80     10.8      8.5     40.0      9.7     40.0     15.0     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.5     None      0.0
467050 2025020320   1020.8   1023.4     11.6     None      8.5       81     11.1      8.4     50.0      8.9     40.0     15.0     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.7     None      0.0
